Date,Bullish,Bearish,,
29/11/2012,1.27,0.44,,
28/11/2012,0.63,0.85,,
27/11/2012,0.88,0.96,,
26/11/2012,1.3,0.53,,
25/11/2012,1.62,0,,
24/11/2012,1.45,0.58,,
23/11/2012,1.26,0.34,,
22/11/2012,1.66,0,,
21/11/2012,1.16,0.61,,
20/11/2012,1.55,0.47,,
19/11/2012,1.93,0.01,,
18/11/2012,0.31,0,,
17/11/2012,2.38,0,,
16/11/2012,0.9,0.67,,
15/11/2012,1.54,0.31,,
14/11/2012,1.14,0.56,,
13/11/2012,0.88,0.84,,
12/11/2012,1.51,0.47,,
10/11/2012,1.27,0.89,,
09/11/2012,1.46,0.41,,
08/11/2012,1.31,0.47,,
07/11/2012,0.69,0.97,,
06/11/2012,1.19,0.61,,
05/11/2012,1.01,0.4,,
04/11/2012,1.73,0.32,,
03/11/2012,0.65,0.67,,
02/11/2012,1.15,0.8,,
01/11/2012,1.55,0.28,,
31/10/2012,1.19,0.22,,
30/10/2012,1.08,0.79,,
29/10/2012,1.15,0.16,,
28/10/2012,1.21,0,,
27/10/2012,1.7,0,,
26/10/2012,1,0.46,,
25/10/2012,0.8,0.75,,
24/10/2012,0.97,0.52,,
23/10/2012,1.49,0.54,,
22/10/2012,1.35,0.46,,
21/10/2012,1.59,0.5,,
20/10/2012,1.74,0.26,,
19/10/2012,1.31,0.41,,
18/10/2012,1.03,0.72,,
17/10/2012,1.37,0.66,,
16/10/2012,1.18,0.73,,
15/10/2012,1.58,0.42,,
13/10/2012,0.94,1.3,,
12/10/2012,1.36,0.34,,
11/10/2012,1.51,0.15,,
10/10/2012,1.32,0.23,,
09/10/2012,1.09,1.01,,
08/10/2012,1.66,0.17,,
07/10/2012,1.59,0.02,,
06/10/2012,1.31,0.23,,
05/10/2012,1.17,0.6,,
04/10/2012,1.49,0.15,,
03/10/2012,1.36,0.49,,
02/10/2012,1.18,0.87,,
01/10/2012,1.39,0.36,,
30/09/2012,0.53,0.49,,
29/09/2012,1.65,0.16,,
28/09/2012,1.11,0.93,,
27/09/2012,1.08,0.68,,
26/09/2012,0.95,0.65,,
25/09/2012,0.53,1.33,,
24/09/2012,0.91,0.67,,
23/09/2012,0.74,1.02,,
22/09/2012,0.6,0,,
21/09/2012,0.69,0.77,,
20/09/2012,1.05,0.47,,
19/09/2012,1.39,0.39,,
18/09/2012,1.1,0.55,,
17/09/2012,0.93,0.58,,
16/09/2012,0.31,0.37,,
15/09/2012,1.96,0.09,,
14/09/2012,1.41,0.34,,
13/09/2012,1.5,0.46,,
12/09/2012,1.12,0.43,,
11/09/2012,1.45,0.35,,
10/09/2012,1.24,0.37,,
09/09/2012,2.1,0,,
08/09/2012,2.1,0.38,,
07/09/2012,1.57,0.35,,
06/09/2012,1.54,0.3,,
05/09/2012,1.54,1.54,,
04/09/2012,0.79,1.2,,
03/09/2012,1.12,1.1,,
02/09/2012,2.29,0,,
01/09/2012,1.95,0,,
31/08/2012,0.97,0.86,,
30/08/2012,1.48,0,,
29/08/2012,1.12,0.43,,
28/08/2012,0.83,0.73,,
27/08/2012,1.1,0.47,,
26/08/2012,1.13,0,,
25/08/2012,2.05,0,,
24/08/2012,0.83,1.19,,
23/08/2012,0.14,1.23,,
22/08/2012,1.34,0.82,,
21/08/2012,1.17,0.76,,
20/08/2012,1.61,0.13,,
19/08/2012,1.67,0,,
18/08/2012,1.71,0.5,,
17/08/2012,1.23,0.62,,
16/08/2012,1.25,0,,
15/08/2012,2.16,0,,
14/08/2012,1.77,0.25,,
13/08/2012,1.13,0.04,,
11/08/2012,1.99,0,,
10/08/2012,1.47,0,,
09/08/2012,1.31,0.31,,
08/08/2012,0.92,0.84,,
07/08/2012,1.08,0.45,,
06/08/2012,1.25,0.4,,
04/08/2012,1.49,0,,
03/08/2012,1.31,0.34,,
02/08/2012,1.38,0.42,,
01/08/2012,1.41,0.45,,
31/07/2012,1.6,0.48,,
30/07/2012,1.02,0.4,,
29/07/2012,0.91,1.01,,
27/07/2012,0.99,0.82,,
26/07/2012,0.32,1.07,,
25/07/2012,1.45,0.26,,
24/07/2012,0.72,1.09,,
23/07/2012,1,0.62,,
22/07/2012,0,3.25,,
21/07/2012,1.09,1.11,,
20/07/2012,0.83,0.89,,
19/07/2012,0.65,1.33,,
18/07/2012,1.22,0.57,,
17/07/2012,1.58,0.23,,
16/07/2012,0.82,0.92,,
15/07/2012,0,1.64,,
14/07/2012,1.79,0.35,,
13/07/2012,1.61,0.3,,
12/07/2012,1.16,0.5,,
11/07/2012,1.73,0.29,,
10/07/2012,1.7,0.39,,
09/07/2012,0.7,1.23,,
08/07/2012,1.44,0.22,,
07/07/2012,1.5,0.81,,
06/07/2012,0.9,0.86,,
05/07/2012,1.03,1.35,,
04/07/2012,0.5,1.03,,
03/07/2012,0.9,0.66,,
02/07/2012,1.77,0.21,,
01/07/2012,1.65,0,,
30/06/2012,0.65,1.21,,
29/06/2012,1.6,0.3,,
28/06/2012,1.02,0.55,,
27/06/2012,1.18,0.91,,
26/06/2012,0.48,0.98,,
25/06/2012,1.16,0.46,,
24/06/2012,0.8,0,,
23/06/2012,1.56,0.34,,
22/06/2012,1.1,0.78,,
21/06/2012,0.74,0.88,,
20/06/2012,1.33,0.71,,
19/06/2012,1.06,0.62,,
18/06/2012,1.23,0.77,,
17/06/2012,0.55,0.81,,
16/06/2012,2.5,0,,
15/06/2012,0.76,0.77,,
14/06/2012,0.46,0.79,,
13/06/2012,1.01,1.01,,
12/06/2012,0.61,0.93,,
11/06/2012,0.88,1.24,,
10/06/2012,0.92,1.34,,
09/06/2012,0.96,0.88,,
08/06/2012,0.86,0.98,,
07/06/2012,0.44,1.39,,
06/06/2012,1.01,0.75,,
05/06/2012,0.62,1.19,,
04/06/2012,0.39,1.36,,
03/06/2012,0.78,0.28,,
02/06/2012,0.93,0.96,,
01/06/2012,1.01,0.88,,
31/05/2012,1.02,0.68,,
30/05/2012,0.85,0.85,,
29/05/2012,1.57,0.1,,
28/05/2012,0.39,0,,
26/05/2012,1.63,0,,
25/05/2012,0.71,1.28,,
24/05/2012,1.16,0.52,,
23/05/2012,1.17,0.5,,
22/05/2012,1.45,0.31,,
21/05/2012,0.92,0.97,,
20/05/2012,1.43,0.34,,
19/05/2012,0.85,0.59,,
18/05/2012,0.95,0.56,,
17/05/2012,1.08,0.36,,
16/05/2012,1.17,0.94,,
15/05/2012,1.16,0.66,,
14/05/2012,1.19,0.31,,
13/05/2012,0,2.78,,
12/05/2012,0.46,0.67,,
11/05/2012,1.17,0.42,,
10/05/2012,1.26,0.54,,
09/05/2012,1.31,0.28,,
08/05/2012,1.01,0.94,,
07/05/2012,1.38,0.62,,
06/05/2012,0.8,1.3,,
05/05/2012,0.92,0.9,,
04/05/2012,1.12,0.85,,
03/05/2012,0.43,1.32,,
02/05/2012,0.76,1.08,,
01/05/2012,1.13,0.97,,
30/04/2012,0,1.3,,
28/04/2012,0.37,0.3,,
27/04/2012,0.43,1.26,,
26/04/2012,1.05,1.08,,
25/04/2012,1.13,0.74,,
24/04/2012,0.3,1.1,,
23/04/2012,1.49,0.3,,
22/04/2012,1.25,1.11,,
21/04/2012,0.87,0.22,,
20/04/2012,0.94,1.09,,
19/04/2012,1.12,0.62,,
18/04/2012,1.25,0.32,,
17/04/2012,1.48,0.26,,
16/04/2012,1.21,0.34,,
15/04/2012,0.79,1.05,,
14/04/2012,0.97,0.54,,
13/04/2012,1.04,0.76,,
12/04/2012,1.37,0.45,,
11/04/2012,1.33,0.5,,
10/04/2012,0.93,0.81,,
09/04/2012,1.46,0.45,,
08/04/2012,0.98,0.11,,
07/04/2012,0.63,1.2,,
06/04/2012,1.19,0.99,,
05/04/2012,1.16,0.85,,
04/04/2012,0.99,0.65,,
03/04/2012,1.23,0.56,,
02/04/2012,1.51,0.33,,
01/04/2012,2,0,,
31/03/2012,0.52,0,,
30/03/2012,1.07,0.74,,
29/03/2012,0.96,0.7,,
28/03/2012,1.38,0.3,,
27/03/2012,0.82,0.9,,
26/03/2012,1.18,0.5,,
25/03/2012,1.25,0.48,,
24/03/2012,1.39,0,,
23/03/2012,1.26,0.35,,
22/03/2012,1.34,0.53,,
21/03/2012,1.41,0.38,,
20/03/2012,1,0.74,,
19/03/2012,1,0.82,,
18/03/2012,1.52,0.27,,
17/03/2012,1.24,0.36,,
16/03/2012,1.28,0.51,,
15/03/2012,1.51,0.41,,
14/03/2012,1.27,0.61,,
13/03/2012,1.36,0.3,,
12/03/2012,0.58,0.22,,
11/03/2012,1.56,0,,
10/03/2012,0,3.11,,
09/03/2012,1.29,0.51,,
08/03/2012,1.46,0.36,,
07/03/2012,0.96,0.25,,
06/03/2012,0.48,1.54,,
05/03/2012,0.97,0.55,,
04/03/2012,0,0.23,,
03/03/2012,2.36,0,,
02/03/2012,1.34,0.54,,
01/03/2012,1.48,0.4,,
29/02/2012,0.53,0.9,,
28/02/2012,1.32,0.15,,
27/02/2012,1.24,0.66,,
26/02/2012,0,0.65,,
25/02/2012,2.89,0,,
24/02/2012,0.69,0.9,,
23/02/2012,1.59,0.24,,
22/02/2012,1.6,0,,
21/02/2012,0.79,0.49,,
20/02/2012,2.13,0,,
18/02/2012,1.73,0,,
17/02/2012,1.24,0.13,,
16/02/2012,0.8,0.77,,
15/02/2012,0.61,0.96,,
14/02/2012,1.26,0.32,,
13/02/2012,1.15,0.53,,
12/02/2012,1.66,0.82,,
11/02/2012,1.19,0,,
10/02/2012,1.09,0.5,,
09/02/2012,1.1,0.72,,
08/02/2012,1.38,0.37,,
07/02/2012,1.67,0.24,,
06/02/2012,1.25,0.66,,
05/02/2012,0.4,0.32,,
04/02/2012,1.73,0,,
03/02/2012,1.46,0.39,,
02/02/2012,1.9,0.13,,
01/02/2012,1.57,0.21,,
31/01/2012,0,1.92,,
30/01/2012,0.89,1.07,,
29/01/2012,0.08,1.11,,
28/01/2012,0.96,0.59,,
27/01/2012,0.49,1.56,,
26/01/2012,1.57,0.7,,
25/01/2012,1.06,0.5,,
24/01/2012,1.42,0.25,,
23/01/2012,1.56,0.01,,
22/01/2012,2.02,0,,
21/01/2012,1.06,0.43,,
20/01/2012,1.47,0.55,,
19/01/2012,1.1,0.64,,
18/01/2012,1.61,0.44,,
17/01/2012,0.89,1.03,,
16/01/2012,0.98,0.92,,
15/01/2012,1.2,1.1,,
14/01/2012,1.13,0.71,,
13/01/2012,0.67,1.11,,
12/01/2012,0.85,1.02,,
11/01/2012,1.25,0.59,,
10/01/2012,1.51,0.51,,
09/01/2012,2.27,0,,
08/01/2012,1.24,0,,
07/01/2012,1.9,0,,
06/01/2012,0.59,1.05,,
05/01/2012,1.17,0.58,,
04/01/2012,1.04,1.02,,
03/01/2012,1.19,0.61,,
02/01/2012,1.78,0,,
01/01/2012,0,2.1,,
30/12/2011,0.85,1.02,,
29/12/2011,1.86,0.17,,
28/12/2011,0.87,0.63,,
27/12/2011,1.17,0.61,,
26/12/2011,0.72,0.57,,
25/12/2011,0.97,0,,
24/12/2011,2.15,0,,
23/12/2011,1.42,0.34,,
22/12/2011,1.29,0.83,,
21/12/2011,1.68,0.01,,
20/12/2011,1.35,0.47,,
19/12/2011,1.11,0.88,,
18/12/2011,2.03,0,,
17/12/2011,1.25,0.7,,
16/12/2011,1.65,0.39,,
15/12/2011,0.96,0.44,,
14/12/2011,1.2,0.59,,
13/12/2011,1.22,0.48,,
12/12/2011,0.82,1.07,,
10/12/2011,1.67,0,,
09/12/2011,1.13,0.34,,
08/12/2011,0.41,1.12,,
07/12/2011,0.92,0.35,,
06/12/2011,0.86,0.82,,
05/12/2011,1.3,0.51,,
04/12/2011,1.05,1.08,,
03/12/2011,0,2.32,,
02/12/2011,1.23,0.31,,
01/12/2011,1.52,0.44,,
30/11/2011,1.39,0.49,,
29/11/2011,0.93,0.94,,
28/11/2011,1.1,0.81,,
27/11/2011,1.28,0.7,,
26/11/2011,0.63,0.53,,
25/11/2011,1.37,0.42,,
24/11/2011,1.22,0.63,,
23/11/2011,1.18,0.82,,
22/11/2011,0.81,0.95,,
21/11/2011,1.27,0.59,,
20/11/2011,2.06,0.52,,
19/11/2011,0.55,0.66,,
18/11/2011,1.15,0.32,,
17/11/2011,1.04,0.61,,
16/11/2011,1.24,0.8,,
15/11/2011,1.49,0.37,,
14/11/2011,0.7,0.91,,
13/11/2011,0,1.8,,
12/11/2011,2,0,,
11/11/2011,0.96,0.64,,
10/11/2011,1.13,0.37,,
09/11/2011,1.36,0.73,,
08/11/2011,0.85,0.63,,
07/11/2011,0.47,1.49,,
06/11/2011,1.25,1.28,,
05/11/2011,0.17,0.19,,
04/11/2011,1.18,0.9,,
03/11/2011,0.75,1.01,,
02/11/2011,1.23,0.32,,
01/11/2011,1.04,0.78,,
31/10/2011,0.53,1.17,,
30/10/2011,0.37,0.56,,
29/10/2011,0.67,0,,
28/10/2011,1.24,0.46,,
27/10/2011,1.22,0.45,,
26/10/2011,0.94,0.47,,
25/10/2011,0.67,1.28,,
24/10/2011,1.58,0.2,,
23/10/2011,1.58,0.53,,
22/10/2011,0.79,0.82,,
21/10/2011,1.12,0.61,,
20/10/2011,0.8,0.82,,
19/10/2011,1.23,0.55,,
18/10/2011,1.23,0.55,,
17/10/2011,0.85,1.02,,
16/10/2011,0.95,0.78,,
15/10/2011,2.25,0,,
14/10/2011,0.86,0.84,,
13/10/2011,0.89,1.19,,
12/10/2011,1.53,0,,
11/10/2011,1.12,0.86,,
10/10/2011,0.72,0.74,,
09/10/2011,0,1.5,,
08/10/2011,0.85,0.98,,
07/10/2011,0.84,1.1,,
06/10/2011,1.01,0.52,,
05/10/2011,1.28,0.34,,
04/10/2011,0.73,0.98,,
03/10/2011,0.87,1.18,,
02/10/2011,1.09,1.5,,
01/10/2011,0.62,0.75,,
30/09/2011,0.9,0.93,,
29/09/2011,1.24,0.46,,
28/09/2011,0.45,0.88,,
27/09/2011,1.22,0.56,,
26/09/2011,1.56,0.28,,
25/09/2011,2.07,0,,
24/09/2011,0.96,1.15,,
23/09/2011,1.12,0.32,,
22/09/2011,0.94,0.7,,
21/09/2011,0.9,0.83,,
20/09/2011,1.3,0.55,,
19/09/2011,0.41,0.99,,
18/09/2011,0,0.19,,
17/09/2011,2.6,0,,
16/09/2011,0.88,0.73,,
15/09/2011,1.18,0.66,,
14/09/2011,0.91,0.46,,
13/09/2011,1.08,0.67,,
12/09/2011,0.91,0.91,,
11/09/2011,1.04,0,,
10/09/2011,0,2.61,,
09/09/2011,0.99,0.86,,
08/09/2011,1.16,0.83,,
07/09/2011,1.19,0.53,,
06/09/2011,0.86,0.87,,
05/09/2011,0.74,1.38,,
04/09/2011,2.05,0,,
03/09/2011,0.75,0.74,,
02/09/2011,0.89,0.72,,
01/09/2011,1.06,0.64,,
31/08/2011,1.23,0.76,,
30/08/2011,1.68,0.66,,
29/08/2011,1.08,0.6,,
28/08/2011,1,0.51,,
27/08/2011,1.73,0.33,,
26/08/2011,0.89,0.91,,
25/08/2011,1,1.06,,
24/08/2011,1.36,0.72,,
23/08/2011,1.11,0.86,,
22/08/2011,0.68,1.19,,
21/08/2011,0,2.9,,
20/08/2011,1.39,1.01,,
19/08/2011,0.99,0.99,,
18/08/2011,0.85,0.77,,
17/08/2011,1.46,0.4,,
16/08/2011,0.57,0.79,,
15/08/2011,1.18,0.87,,
14/08/2011,1.59,0.47,,
13/08/2011,0,2.27,,
12/08/2011,1.01,0.99,,
11/08/2011,1.06,0.95,,
10/08/2011,1.07,0.65,,
09/08/2011,1.16,0.85,,
08/08/2011,0.94,1.1,,
07/08/2011,0.64,0,,
06/08/2011,0.06,0.95,,
05/08/2011,0.8,1.11,,
04/08/2011,0.67,0.68,,
03/08/2011,1.49,0,,
02/08/2011,1.12,0.59,,
01/08/2011,1.56,0.62,,
31/07/2011,0.05,0,,
29/07/2011,0.98,0.44,,
28/07/2011,0.82,0.48,,
27/07/2011,1.02,0.79,,
26/07/2011,0.94,1.21,,
25/07/2011,1.02,1.33,,
24/07/2011,0,1.83,,
23/07/2011,0.53,0.91,,
22/07/2011,0.78,1.25,,
21/07/2011,1,0.45,,
20/07/2011,1.2,0.34,,
19/07/2011,0.88,0.82,,
18/07/2011,0.88,0.96,,
17/07/2011,0.78,1.1,,
15/07/2011,0.86,0.89,,
14/07/2011,1.16,1.06,,
13/07/2011,1.08,0.57,,
12/07/2011,0.49,1.12,,
11/07/2011,0.22,1.74,,
09/07/2011,2.64,0,,
08/07/2011,2.06,0,,
07/07/2011,1.31,0.58,,
06/07/2011,0.86,0.93,,
05/07/2011,1.35,0,,
04/07/2011,0,1,,
03/07/2011,0,2.5,,
02/07/2011,0,1.44,,
01/07/2011,0.75,0.35,,
30/06/2011,1.08,0.68,,
29/06/2011,1.38,0.5,,
28/06/2011,1.41,0.44,,
27/06/2011,1.69,0.39,,
26/06/2011,2.5,0,,
25/06/2011,0,1.74,,
24/06/2011,1.33,0.59,,
23/06/2011,0.79,0.56,,
22/06/2011,2.1,0,,
21/06/2011,1.14,0.67,,
20/06/2011,0.67,0.72,,
18/06/2011,0.89,0,,
17/06/2011,0.58,0.5,,
16/06/2011,0.77,0.96,,
15/06/2011,0.71,1.14,,
14/06/2011,0.65,0.83,,
13/06/2011,1.15,0.69,,
10/06/2011,1.11,1.26,,
09/06/2011,1.12,0.85,,
08/06/2011,0.32,1.56,,
07/06/2011,0.79,0.75,,
06/06/2011,0.75,1.01,,
05/06/2011,0.9,0,,
03/06/2011,1.42,0.71,,
02/06/2011,1.36,0.7,,
01/06/2011,0.82,0.69,,
31/05/2011,1.1,1.07,,
29/05/2011,0.57,0.06,,
27/05/2011,1.12,0.73,,
26/05/2011,1.63,0,,
25/05/2011,1.18,0.44,,
24/05/2011,1.38,0.67,,
23/05/2011,0.98,0.39,,
22/05/2011,0,2.13,,
21/05/2011,0,2.63,,
20/05/2011,1.03,0.07,,
19/05/2011,2,0,,
18/05/2011,1.22,1.39,,
17/05/2011,1.63,0,,
16/05/2011,0.6,1.41,,
15/05/2011,0,2.74,,
14/05/2011,0.26,0,,
13/05/2011,0.7,1.36,,
12/05/2011,1.2,0.8,,
11/05/2011,0.46,1,,
10/05/2011,1.58,0,,
09/05/2011,0,2.37,,
05/05/2011,0.33,1.26,,
04/05/2011,1.07,0,,
03/05/2011,1.7,0.13,,
02/05/2011,0.31,0.83,,
30/04/2011,0,1.13,,
29/04/2011,1.08,0.63,,
28/04/2011,1.71,0.6,,
27/04/2011,2.4,0,,
26/04/2011,0.94,1.18,,
25/04/2011,0.75,0.86,,
22/04/2011,0,2.7,,
21/04/2011,1.6,0,,
20/04/2011,0.69,1.19,,
19/04/2011,1,1.33,,
18/04/2011,0,2.39,,
17/04/2011,0,1.65,,
16/04/2011,2.91,0,,
15/04/2011,0.87,0.82,,
14/04/2011,1.47,1.39,,
13/04/2011,1.27,0.86,,
12/04/2011,1.15,0.2,,
11/04/2011,0.54,0.97,,
09/04/2011,1.22,1.35,,
08/04/2011,0.72,0.57,,
07/04/2011,1.2,0.83,,
06/04/2011,1.36,0.46,,
05/04/2011,0.99,0.55,,
04/04/2011,0.9,0.55,,
02/04/2011,1.58,0,,
01/04/2011,1.39,0.42,,
31/03/2011,1.53,0.28,,
30/03/2011,1.14,0.67,,
29/03/2011,1.48,0.48,,
28/03/2011,0.76,1.19,,
27/03/2011,0.21,1.38,,
25/03/2011,1.17,0.35,,
24/03/2011,0.81,1.05,,
23/03/2011,0.6,1.22,,
22/03/2011,1.29,0.67,,
21/03/2011,0,0.99,,
18/03/2011,0.82,1.06,,
17/03/2011,0.5,1.67,,
16/03/2011,0.41,1.11,,
15/03/2011,0.65,1.23,,
14/03/2011,1.34,0.74,,
13/03/2011,1.27,0.33,,
12/03/2011,0,1.22,,
11/03/2011,1.84,0,,
10/03/2011,1.98,0,,
09/03/2011,1.15,0.46,,
08/03/2011,1.05,0.57,,
07/03/2011,2.04,0,,
06/03/2011,1.11,0,,
05/03/2011,2,0,,
04/03/2011,1.03,0.86,,
03/03/2011,1.35,0.56,,
02/03/2011,0.7,0.08,,
01/03/2011,0.83,1.16,,
28/02/2011,1.74,0,,
25/02/2011,1.1,0,,
24/02/2011,1.39,0.58,,
23/02/2011,1.01,0.92,,
22/02/2011,1.62,0,,
20/02/2011,0.6,1.45,,
18/02/2011,0.62,0.8,,
17/02/2011,2.8,0,,
15/02/2011,1.46,0.84,,
14/02/2011,1.35,0.36,,
11/02/2011,0.8,0.58,,
10/02/2011,1.95,0,,
09/02/2011,1.95,0,,
08/02/2011,1.43,0.16,,
07/02/2011,2.09,0,,
06/02/2011,1.78,0,,
05/02/2011,1.78,0,,
04/02/2011,1.25,0,,
03/02/2011,1.16,0,,
02/02/2011,2.11,0,,
01/02/2011,0.95,0.54,,
31/01/2011,1.9,0,,
30/01/2011,0,2.56,,
29/01/2011,0,2.09,,
28/01/2011,0.79,0.63,,
27/01/2011,0.44,1.35,,
26/01/2011,0,1.67,,
25/01/2011,0.38,1.87,,
24/01/2011,0.33,1.58,,
23/01/2011,2.1,0,,
21/01/2011,0.88,0.46,,
20/01/2011,1.48,0,,
19/01/2011,0.54,0.8,,
18/01/2011,1.22,0.7,,
17/01/2011,0.76,0.22,,
15/01/2011,2,0,,
14/01/2011,1.3,0.64,,
13/01/2011,0.79,0.87,,
12/01/2011,1.62,0.38,,
11/01/2011,1.08,0.47,,
10/01/2011,1.32,0,,
09/01/2011,1.53,0,,
08/01/2011,1.88,0,,
07/01/2011,0.64,1.21,,
06/01/2011,1.38,0.49,,
05/01/2011,0.63,0.66,,
04/01/2011,1.34,0.51,,
03/01/2011,0.84,0.78,,
01/01/2011,0,2.33,,
31/12/2010,1.6,0,,
30/12/2010,0,0.3,,
29/12/2010,0.75,0.94,,
28/12/2010,1.5,0.15,,
27/12/2010,0.91,0.53,,
25/12/2010,2.89,0,,
23/12/2010,1.29,0.06,,
22/12/2010,1.31,0.48,,
21/12/2010,1.12,0.69,,
20/12/2010,0,1.78,,
19/12/2010,0,0.12,,
18/12/2010,0,0,,
17/12/2010,1.52,0.64,,
16/12/2010,1.45,0.75,,
15/12/2010,1.41,0.2,,
14/12/2010,0,2.74,,
13/12/2010,1.45,0.53,,
12/12/2010,3,0,,
11/12/2010,0.7,0.22,,
10/12/2010,1.82,0.17,,
09/12/2010,1.24,0.66,,
08/12/2010,1.12,0.51,,
07/12/2010,0.88,0.9,,
06/12/2010,2.33,0,,
05/12/2010,1.01,0,,
04/12/2010,0.88,1.25,,
03/12/2010,1.42,0.91,,
02/12/2010,0.81,0.67,,
01/12/2010,0.94,0.65,,
30/11/2010,0.94,0.95,,
29/11/2010,1.01,0.39,,
26/11/2010,1.22,0,,
25/11/2010,1.06,0,,
24/11/2010,1.17,0,,
23/11/2010,0.89,0.76,,
22/11/2010,0,1.44,,
21/11/2010,2,0,,
20/11/2010,1.56,0,,
19/11/2010,1.83,0,,
18/11/2010,0.93,1.09,,
17/11/2010,1.07,0.73,,
16/11/2010,0.32,1.12,,
15/11/2010,1.29,0.72,,
12/11/2010,1.88,0,,
11/11/2010,1.04,0.5,,
10/11/2010,0.87,0.28,,
09/11/2010,1.83,0.07,,
08/11/2010,1.49,0.37,,
06/11/2010,0,2.42,,
05/11/2010,1.22,0.54,,
04/11/2010,1.3,0.95,,
03/11/2010,2.22,0,,
02/11/2010,1.54,0.78,,
01/11/2010,0,0.14,,
31/10/2010,0.43,0.65,,
30/10/2010,0,1.81,,
29/10/2010,0.3,1.49,,
28/10/2010,1.47,0.24,,
27/10/2010,1.36,0.31,,
26/10/2010,1,0.83,,
25/10/2010,0.85,1.01,,
24/10/2010,0.65,0,,
23/10/2010,0,2,,
22/10/2010,1.71,0.29,,
21/10/2010,0.87,0.75,,
20/10/2010,1.11,0.54,,
19/10/2010,1.19,0.9,,
18/10/2010,1.47,0.54,,
17/10/2010,0.6,0.63,,
16/10/2010,1.21,1.25,,
15/10/2010,1.04,0.84,,
14/10/2010,0.63,1.37,,
13/10/2010,1.18,0.32,,
12/10/2010,1.27,0.21,,
11/10/2010,2.5,0,,
08/10/2010,0.84,0.95,,
07/10/2010,0,1.7,,
06/10/2010,0.44,1.11,,
05/10/2010,0.83,0.63,,
04/10/2010,2.78,0,,
03/10/2010,2.78,0,,
02/10/2010,0,0.58,,
01/10/2010,1.24,0.46,,
30/09/2010,0,2.16,,
29/09/2010,1.93,0,,
28/09/2010,1.24,0,,
27/09/2010,1.28,0.58,,
26/09/2010,1.33,0,,
25/09/2010,0.32,0,,
23/09/2010,1.67,0.85,,
22/09/2010,1.08,0.17,,
21/09/2010,0.62,1.39,,
20/09/2010,2.27,0,,
18/09/2010,0,1.62,,
17/09/2010,0.54,1.11,,
16/09/2010,1,0.73,,
15/09/2010,1.72,0,,
14/09/2010,1.87,0,,
13/09/2010,1.43,0.56,,
12/09/2010,1.93,0,,
11/09/2010,1.1,0,,
10/09/2010,2.7,0,,
09/09/2010,1.12,0.61,,
08/09/2010,0,2.89,,
07/09/2010,2.11,0,,
05/09/2010,0,2.23,,
04/09/2010,1.33,0,,
03/09/2010,1.44,0.46,,
02/09/2010,1.61,0.48,,
01/09/2010,1.3,0.47,,
31/08/2010,0,2.8,,
30/08/2010,1.27,0.73,,
29/08/2010,1.93,0,,
28/08/2010,3.33,0,,
27/08/2010,1.02,0,,
26/08/2010,1.93,0,,
25/08/2010,0.64,1.53,,
24/08/2010,1.19,0.65,,
23/08/2010,0.17,1.39,,
20/08/2010,0.98,0.78,,
19/08/2010,0.1,1.16,,
18/08/2010,1.65,0.04,,
17/08/2010,1.6,0.68,,
16/08/2010,1.06,0.26,,
13/08/2010,0.98,0,,
12/08/2010,1.03,0.96,,
11/08/2010,0.48,0.88,,
10/08/2010,0.32,0.94,,
09/08/2010,0.04,1.7,,
06/08/2010,1.17,1,,
05/08/2010,0.35,1.03,,
04/08/2010,1.47,0,,
02/08/2010,1.04,0.61,,
30/07/2010,1.86,0,,
29/07/2010,2.01,0,,
28/07/2010,1.62,0,,
27/07/2010,1.34,0.61,,
26/07/2010,1.55,0.39,,
23/07/2010,1.66,0.3,,
22/07/2010,1.03,0.73,,
21/07/2010,1.65,0,,
20/07/2010,1.53,0.56,,
19/07/2010,0.4,1.2,,
16/07/2010,0.97,1.15,,
15/07/2010,0.82,0.29,,
13/07/2010,0.98,0.99,,
12/07/2010,2.1,0,,
11/07/2010,0,3.2,,
09/07/2010,0,1.26,,
08/07/2010,0,3,,
07/07/2010,0,3,,
06/07/2010,2.11,0,,
05/07/2010,1.13,0,,
04/07/2010,1.13,0,,
02/07/2010,0.52,0.96,,
01/07/2010,1.12,0.63,,
30/06/2010,0.39,1.11,,
29/06/2010,1.52,0.17,,
28/06/2010,2.11,0,,
25/06/2010,1.18,1.11,,
24/06/2010,1.54,0.23,,
23/06/2010,0.14,0,,
22/06/2010,0,0,,
21/06/2010,1.33,0,,
18/06/2010,0.94,0.7,,
17/06/2010,1,1.22,,
15/06/2010,0.44,0.96,,
14/06/2010,0.59,1.45,,
13/06/2010,1.58,0,,
11/06/2010,2.57,0,,
09/06/2010,0.67,0,,
07/06/2010,1.45,0.17,,
06/06/2010,2.45,0,,
01/06/2010,2.33,0,,
27/05/2010,1.67,0,,
25/05/2010,2.65,0,,
24/05/2010,0.53,0,,
21/05/2010,1.15,0,,
20/05/2010,1.97,0,,
19/05/2010,0.95,1.06,,
17/05/2010,0.69,0,,
14/05/2010,1.1,1.2,,
13/05/2010,2.11,0,,
12/05/2010,0,2.17,,
11/05/2010,2.07,0,,
10/05/2010,0,1.67,,
06/05/2010,0.7,1.01,,
05/05/2010,0.56,0.99,,
04/05/2010,0.95,0.95,,
03/05/2010,1.44,1.22,,
30/04/2010,0.59,0.78,,
